scientific_name,climate_zone,season,watering_adjustment,sunlight_adjustment,special_notes,
Ocimum tenuiflorum,tropical,summer,Increase watering,Provide afternoon shade,Protect from extreme heat,
Aloe vera,arid,summer,Reduce watering,Full sun exposure,Avoid excess moisture,
Moringa oleifera,tropical,monsoon,Reduce watering,None,Ensure drainage,
Murraya koenigii,subtropical,winter,Reduce watering,Full sun,Protect from frost,
Hibiscus rosa-sinensis,tropical,summer,Increase watering,Partial shade,Encourage flowering,
Rosa indica,temperate,winter,Reduce watering,Full sun,Prune in winter,
Jasminum sambac,tropical,monsoon,Moderate watering,Partial sun,Prevent root rot,
Mentha spicata,temperate,summer,Increase watering,Partial shade,Prevent drying,
Cymbopogon citratus,tropical,summer,Increase watering,Full sun,Harvest regularly,
Withania somnifera,arid,winter,Minimal watering,Full sun,Dormant phase,
Tinospora cordifolia,tropical,monsoon,Moderate watering,Partial shade,Provide support,
Bacopa monnieri,tropical,summer,Increase watering,Partial shade,Keep soil moist,
Ficus religiosa,tropical,summer,Weekly watering,Full sun,Large canopy,
Ficus benghalensis,tropical,summer,Weekly watering,Full sun,Requires space,
Tulipa gesneriana,temperate,winter,Minimal watering,Full sun,Bulb dormancy,
Saraca asoca,tropical,summer,Increase watering frequency,Provide partial shade,Protect young plants from heat stress
Duranta erecta,temperate,winter,Not suitable,Full sun,Cold intolerant
Pandanus amaryllifolius,tropical,summer,Moderate watering,Partial shade,Prefers humidity
Pandanus amaryllifolius,tropical,monsoon,Moderate watering,Partial shade,Ensure drainage
Pandanus amaryllifolius,tropical,winter,Low watering,Partial shade,Growth slows
Pandanus amaryllifolius,subtropical,summer,Moderate watering,Partial shade,Mulch soil
Pandanus amaryllifolius,subtropical,monsoon,Moderate watering,Partial shade,Protect roots
Pandanus amaryllifolius,subtropical,winter,Low watering,Partial shade,Cold sensitive
Pandanus amaryllifolius,temperate,summer,Moderate watering,Partial shade,Indoor cultivation
Pandanus amaryllifolius,temperate,monsoon,Low watering,Partial shade,Avoid cold humidity
Pandanus amaryllifolius,temperate,winter,Minimal watering,Partial shade,Cold intolerant
Jatropha integerrima,tropical,summer,Moderate watering,Full sun,Encourages flowering
Jatropha integerrima,tropical,monsoon,Reduce watering,Full sun,Drain soil well
Jatropha integerrima,tropical,winter,Low watering,Full sun,Growth slows
Jatropha integerrima,subtropical,summer,Moderate watering,Full sun,Prune lightly
Jatropha integerrima,subtropical,monsoon,Low watering,Full sun,Avoid soggy soil
Jatropha integerrima,subtropical,winter,Low watering,Full sun,Cold sensitive
Jatropha integerrima,temperate,summer,Moderate watering,Full sun,Grow protected
Jatropha integerrima,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Jatropha integerrima,temperate,winter,Not suitable,Full sun,Cold intolerant
Allamanda cathartica,tropical,summer,Moderate watering,Full sun,Vigorous climber
Allamanda cathartica,tropical,monsoon,Reduce watering,Full sun,Prone to rot
Allamanda cathartica,tropical,winter,Low watering,Full sun,Growth slows
Allamanda cathartica,subtropical,summer,Moderate watering,Full sun,Provide strong support
Allamanda cathartica,subtropical,monsoon,Low watering,Full sun,Drain soil
Allamanda cathartica,subtropical,winter,Low watering,Full sun,Cold sensitive
Allamanda cathartica,temperate,summer,Moderate watering,Full sun,Grow protected
Allamanda cathartica,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Allamanda cathartica,temperate,winter,Not suitable,Full sun,Cold intolerant
Clitoria ternatea,tropical,summer,Moderate watering,Full sun,Frequent flowering
Clitoria ternatea,tropical,monsoon,Reduce watering,Full sun,Prevent fungal issues
Clitoria ternatea,tropical,winter,Low watering,Full sun,Growth slows
Clitoria ternatea,subtropical,summer,Moderate watering,Full sun,Provide support
Clitoria ternatea,subtropical,monsoon,Low watering,Full sun,Ensure airflow
Clitoria ternatea,subtropical,winter,Low watering,Full sun,Cold sensitive
Clitoria ternatea,temperate,summer,Moderate watering,Full sun,Seasonal climber
Clitoria ternatea,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Clitoria ternatea,temperate,winter,Not suitable,Full sun,Cold intolerant
Impatiens balsamina,tropical,summer,Moderate watering,Partial shade,Shade from harsh sun
Impatiens balsamina,tropical,monsoon,Moderate watering,Partial shade,Thrives in rains
Impatiens balsamina,tropical,winter,Low watering,Partial shade,Growth slows
Impatiens balsamina,subtropical,summer,Moderate watering,Partial shade,Keep soil moist
Impatiens balsamina,subtropical,monsoon,Moderate watering,Partial shade,Ensure drainage
Impatiens balsamina,subtropical,winter,Low watering,Partial shade,Cold sensitive
Impatiens balsamina,temperate,summer,Moderate watering,Partial shade,Seasonal growth
Impatiens balsamina,temperate,monsoon,Moderate watering,Partial shade,Ensure warmth
Impatiens balsamina,temperate,winter,Not suitable,Partial shade,Cold intolerant
Cosmos bipinnatus,tropical,summer,Low watering,Full sun,Promotes flowering
Cosmos bipinnatus,tropical,monsoon,Reduce watering,Full sun,Prevent lodging
Cosmos bipinnatus,tropical,winter,Low watering,Full sun,Growth slows
Cosmos bipinnatus,subtropical,summer,Low watering,Full sun,Thrives easily
Cosmos bipinnatus,subtropical,monsoon,Low watering,Full sun,Drain soil
Cosmos bipinnatus,subtropical,winter,Low watering,Full sun,Cold sensitive
Cosmos bipinnatus,temperate,summer,Moderate watering,Full sun,Seasonal flower
Cosmos bipinnatus,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Cosmos bipinnatus,temperate,winter,Not suitable,Full sun,Cold intolerant
Ficus benghalensis,tropical,summer,Moderate watering,Full sun,Young plants need staking
Ficus benghalensis,tropical,monsoon,Reduce watering,Full sun,Avoid waterlogging
Ficus benghalensis,tropical,winter,Low watering,Full sun,Growth slows
Ficus benghalensis,subtropical,summer,Moderate watering,Full sun,Prune to control size
Ficus benghalensis,subtropical,monsoon,Low watering,Full sun,Check root spread
Ficus benghalensis,subtropical,winter,Low watering,Full sun,Cold tolerant
Ficus benghalensis,temperate,summer,Moderate watering,Full sun,Needs space
Ficus benghalensis,temperate,monsoon,Low watering,Full sun,Protect from excess rain
Ficus benghalensis,temperate,winter,Minimal watering,Full sun,Sensitive to frost
Livistona chinensis,tropical,summer,Moderate watering,Full sun to partial shade,Young fronds delicate
Livistona chinensis,tropical,monsoon,Reduce watering,Full sun to partial shade,Ensure drainage
Livistona chinensis,tropical,winter,Low watering,Full sun to partial shade,Slow growth
Livistona chinensis,subtropical,summer,Moderate watering,Full sun to partial shade,Mulch base
Livistona chinensis,subtropical,monsoon,Low watering,Full sun to partial shade,Prevent root rot
Livistona chinensis,subtropical,winter,Low watering,Full sun to partial shade,Cold sensitive
Livistona chinensis,temperate,summer,Moderate watering,Full sun,Grow protected
Livistona chinensis,temperate,monsoon,Low watering,Full sun,Avoid cold winds
Livistona chinensis,temperate,winter,Minimal watering,Full sun,Frost sensitive
Callistemon citrinus,tropical,summer,Moderate watering,Full sun,Promotes flowering
Callistemon citrinus,tropical,monsoon,Reduce watering,Full sun,Avoid soggy soil
Callistemon citrinus,tropical,winter,Low watering,Full sun,Growth slows
Callistemon citrinus,subtropical,summer,Moderate watering,Full sun,Prune after bloom
Callistemon citrinus,subtropical,monsoon,Low watering,Full sun,Ensure airflow
Callistemon citrinus,subtropical,winter,Low watering,Full sun,Cold tolerant
Callistemon citrinus,temperate,summer,Moderate watering,Full sun,Grow sheltered
Callistemon citrinus,temperate,monsoon,Low watering,Full sun,Protect roots
Callistemon citrinus,temperate,winter,Minimal watering,Full sun,Frost damage possible
Plumeria rubra,tropical,summer,Low watering,Full sun,Encourages blooms
Plumeria rubra,tropical,monsoon,Minimal watering,Full sun,Rot risk high
Plumeria rubra,tropical,winter,Very low watering,Full sun,Dormant phase
Plumeria rubra,subtropical,summer,Low watering,Full sun,Heat loving
Plumeria rubra,subtropical,monsoon,Minimal watering,Full sun,Drain soil well
Plumeria rubra,subtropical,winter,Very low watering,Full sun,Leaf drop normal
Plumeria rubra,temperate,summer,Moderate watering,Full sun,Container growth
Plumeria rubra,temperate,monsoon,Low watering,Full sun,Protect from cold rain
Plumeria rubra,temperate,winter,Not suitable,Full sun,Cold intolerant
Adenium obesum,tropical,summer,Low watering,Full sun,Caudex growth active
Adenium obesum,tropical,monsoon,Very low watering,Full sun,High rot risk
Adenium obesum,tropical,winter,Minimal watering,Full sun,Dormancy
Adenium obesum,subtropical,summer,Low watering,Full sun,Excellent drainage needed
Adenium obesum,subtropical,monsoon,Very low watering,Full sun,Keep dry
Adenium obesum,subtropical,winter,Minimal watering,Full sun,Cold sensitive
Adenium obesum,temperate,summer,Low watering,Full sun,Indoor protection
Adenium obesum,temperate,monsoon,Minimal watering,Full sun,Avoid humidity
Adenium obesum,temperate,winter,Not suitable,Full sun,Cold intolerant
Zephyranthes candida,tropical,summer,Moderate watering,Full sun to partial shade,Leaf growth stage
Zephyranthes candida,tropical,monsoon,Increase watering,Full sun to partial shade,Flowering triggered
Zephyranthes candida,tropical,winter,Low watering,Full sun to partial shade,Bulb rest
Zephyranthes candida,subtropical,summer,Moderate watering,Full sun to partial shade,Healthy foliage
Zephyranthes candida,subtropical,monsoon,Increase watering,Full sun to partial shade,Good drainage needed
Zephyranthes candida,subtropical,winter,Low watering,Full sun to partial shade,Cold tolerant
Zephyranthes candida,temperate,summer,Moderate watering,Full sun,Seasonal growth
Zephyranthes candida,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Zephyranthes candida,temperate,winter,Minimal watering,Full sun,Bulb dormancy
Canna indica,tropical,summer,Moderate watering,Full sun,Lush foliage growth
Canna indica,tropical,monsoon,Increase watering,Full sun,Flowering peak
Canna indica,tropical,winter,Low watering,Full sun,Rhizome rest
Canna indica,subtropical,summer,Moderate watering,Full sun,Heavy feeder
Canna indica,subtropical,monsoon,Increase watering,Full sun,Drain excess water
Canna indica,subtropical,winter,Low watering,Full sun,Cold slows growth
Canna indica,temperate,summer,Moderate watering,Full sun,Seasonal planting
Canna indica,temperate,monsoon,Moderate watering,Full sun,Protect rhizomes
Canna indica,temperate,winter,Minimal watering,Full sun,Dormant
Pentas lanceolata,tropical,summer,Moderate watering,Full sun,Continuous blooms
Pentas lanceolata,tropical,monsoon,Reduce watering,Full sun,Prevent root rot
Pentas lanceolata,tropical,winter,Low watering,Full sun,Growth slows
Pentas lanceolata,subtropical,summer,Moderate watering,Full sun,Deadhead flowers
Pentas lanceolata,subtropical,monsoon,Low watering,Full sun,Ensure drainage
Pentas lanceolata,subtropical,winter,Low watering,Full sun,Cold sensitive
Pentas lanceolata,temperate,summer,Moderate watering,Full sun,Seasonal bedding
Pentas lanceolata,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Pentas lanceolata,temperate,winter,Not suitable,Full sun,Cold intolerant
Verbena hybrida,tropical,summer,Moderate watering,Full sun,Encourages blooms
Verbena hybrida,tropical,monsoon,Reduce watering,Full sun,Fungal risk
Verbena hybrida,tropical,winter,Low watering,Full sun,Growth slows
Verbena hybrida,subtropical,summer,Moderate watering,Full sun,Pinch tips
Verbena hybrida,subtropical,monsoon,Low watering,Full sun,Good airflow needed
Verbena hybrida,subtropical,winter,Low watering,Full sun,Cold sensitive
Verbena hybrida,temperate,summer,Moderate watering,Full sun,Seasonal plant
Verbena hybrida,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Verbena hybrida,temperate,winter,Not suitable,Full sun,Cold intolerant
Gaillardia pulchella,tropical,summer,Low watering,Full sun,Heat tolerant
Gaillardia pulchella,tropical,monsoon,Reduce watering,Full sun,Prevent lodging
Gaillardia pulchella,tropical,winter,Low watering,Full sun,Growth slows
Gaillardia pulchella,subtropical,summer,Low watering,Full sun,Thrives easily
Gaillardia pulchella,subtropical,monsoon,Low watering,Full sun,Drain soil
Gaillardia pulchella,subtropical,winter,Low watering,Full sun,Cold sensitive
Gaillardia pulchella,temperate,summer,Moderate watering,Full sun,Seasonal flower
Gaillardia pulchella,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Gaillardia pulchella,temperate,winter,Not suitable,Full sun,Cold intolerant
Gazania rigens,tropical,summer,Low watering,Full sun,Excellent drought tolerance
Gazania rigens,tropical,monsoon,Very low watering,Full sun,Avoid wet soil
Gazania rigens,tropical,winter,Low watering,Full sun,Growth slows
Gazania rigens,subtropical,summer,Low watering,Full sun,Thrives in heat
Gazania rigens,subtropical,monsoon,Very low watering,Full sun,Excellent drainage required
Gazania rigens,subtropical,winter,Low watering,Full sun,Cold sensitive
Gazania rigens,temperate,summer,Moderate watering,Full sun,Seasonal growth
Gazania rigens,temperate,monsoon,Low watering,Full sun,Ensure warmth
Gazania rigens,temperate,winter,Not suitable,Full sun,Cold intolerant
Salvia splendens,tropical,summer,Moderate watering,Full sun,Fast flowering
Salvia splendens,tropical,monsoon,Reduce watering,Full sun,Prevent fungal disease
Salvia splendens,tropical,winter,Low watering,Full sun,Growth slows
Salvia splendens,subtropical,summer,Moderate watering,Full sun,Pinch tips
Salvia splendens,subtropical,monsoon,Low watering,Full sun,Good drainage
Salvia splendens,subtropical,winter,Low watering,Full sun,Cold sensitive
Salvia splendens,temperate,summer,Moderate watering,Full sun,Seasonal flower
Salvia splendens,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Salvia splendens,temperate,winter,Not suitable,Full sun,Cold intolerant
Vinca major,tropical,summer,Moderate watering,Full sun to partial shade,Fast groundcover
Vinca major,tropical,monsoon,Reduce watering,Full sun to partial shade,Prevent rot
Vinca major,tropical,winter,Low watering,Full sun to partial shade,Growth slows
Vinca major,subtropical,summer,Moderate watering,Full sun to partial shade,Control spread
Vinca major,subtropical,monsoon,Low watering,Full sun to partial shade,Drain soil
Vinca major,subtropical,winter,Low watering,Full sun to partial shade,Cold sensitive
Vinca major,temperate,summer,Moderate watering,Full sun to partial shade,Seasonal growth
Vinca major,temperate,monsoon,Moderate watering,Full sun to partial shade,Ensure warmth
Vinca major,temperate,winter,Not suitable,Full sun to partial shade,Cold intolerant
Lantana camara,tropical,summer,Low watering,Full sun,Very hardy
Lantana camara,tropical,monsoon,Minimal watering,Full sun,Thrives in rain
Lantana camara,tropical,winter,Low watering,Full sun,Growth slows
Lantana camara,subtropical,summer,Low watering,Full sun,Prune heavily
Lantana camara,subtropical,monsoon,Minimal watering,Full sun,Excellent drainage
Lantana camara,subtropical,winter,Low watering,Full sun,Cold tolerant
Lantana camara,temperate,summer,Moderate watering,Full sun,Seasonal growth
Lantana camara,temperate,monsoon,Low watering,Full sun,Ensure warmth
Lantana camara,temperate,winter,Not suitable,Full sun,Cold intolerant
Senecio cineraria,tropical,summer,Low watering,Full sun,Silver foliage best
Senecio cineraria,tropical,monsoon,Very low watering,Full sun,Avoid wet soil
Senecio cineraria,tropical,winter,Low watering,Full sun,Growth slows
Senecio cineraria,subtropical,summer,Low watering,Full sun,Good airflow needed
Senecio cineraria,subtropical,monsoon,Very low watering,Full sun,Prevent rot
Senecio cineraria,subtropical,winter,Low watering,Full sun,Cold sensitive
Senecio cineraria,temperate,summer,Moderate watering,Full sun,Seasonal foliage
Senecio cineraria,temperate,monsoon,Low watering,Full sun,Ensure warmth
Senecio cineraria,temperate,winter,Not suitable,Full sun,Cold intolerant
Celosia argentea,tropical,summer,Moderate watering,Full sun,Vigorous growth
Celosia argentea,tropical,monsoon,Reduce watering,Full sun,Prevent root rot
Celosia argentea,tropical,winter,Low watering,Full sun,Growth slows
Celosia argentea,subtropical,summer,Moderate watering,Full sun,Pinch tips
Celosia argentea,subtropical,monsoon,Low watering,Full sun,Drain soil
Celosia argentea,subtropical,winter,Low watering,Full sun,Cold sensitive
Celosia argentea,temperate,summer,Moderate watering,Full sun,Seasonal flower
Celosia argentea,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Celosia argentea,temperate,winter,Not suitable,Full sun,Cold intolerant
Clerodendrum thomsoniae,tropical,summer,Moderate watering,Full sun to partial shade,Encourages blooms
Clerodendrum thomsoniae,tropical,monsoon,Reduce watering,Full sun to partial shade,Prevent rot
Clerodendrum thomsoniae,tropical,winter,Low watering,Full sun to partial shade,Growth slows
Clerodendrum thomsoniae,subtropical,summer,Moderate watering,Full sun to partial shade,Provide support
Clerodendrum thomsoniae,subtropical,monsoon,Low watering,Full sun to partial shade,Drain soil
Clerodendrum thomsoniae,subtropical,winter,Low watering,Full sun to partial shade,Cold sensitive
Clerodendrum thomsoniae,temperate,summer,Moderate watering,Full sun to partial shade,Grow protected
Clerodendrum thomsoniae,temperate,monsoon,Low watering,Full sun to partial shade,Avoid cold rain
Clerodendrum thomsoniae,temperate,winter,Not suitable,Full sun to partial shade,Cold intolerant
Portulaca oleracea,tropical,summer,Low watering,Full sun,Drought tolerant
Portulaca oleracea,tropical,monsoon,Very low watering,Full sun,Avoid waterlogging
Portulaca oleracea,tropical,winter,Low watering,Full sun,Growth slows
Portulaca oleracea,subtropical,summer,Low watering,Full sun,Thrives in heat
Portulaca oleracea,subtropical,monsoon,Very low watering,Full sun,Excellent drainage
Portulaca oleracea,subtropical,winter,Low watering,Full sun,Cold sensitive
Portulaca oleracea,temperate,summer,Moderate watering,Full sun,Seasonal growth
Portulaca oleracea,temperate,monsoon,Low watering,Full sun,Ensure warmth
Portulaca oleracea,temperate,winter,Not suitable,Full sun,Cold intolerant
Tithonia diversifolia,tropical,summer,Moderate watering,Full sun,Large blooms
Tithonia diversifolia,tropical,monsoon,Reduce watering,Full sun,Prevent lodging
Tithonia diversifolia,tropical,winter,Low watering,Full sun,Growth slows
Tithonia diversifolia,subtropical,summer,Moderate watering,Full sun,Prune for shape
Tithonia diversifolia,subtropical,monsoon,Low watering,Full sun,Drain soil
Tithonia diversifolia,subtropical,winter,Low watering,Full sun,Cold sensitive
Tithonia diversifolia,temperate,summer,Moderate watering,Full sun,Seasonal growth
Tithonia diversifolia,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Tithonia diversifolia,temperate,winter,Not suitable,Full sun,Cold intolerant
Coreopsis tinctoria,tropical,summer,Low watering,Full sun,Promotes flowering
Coreopsis tinctoria,tropical,monsoon,Reduce watering,Full sun,Prevent rot
Coreopsis tinctoria,tropical,winter,Low watering,Full sun,Growth slows
Coreopsis tinctoria,subtropical,summer,Low watering,Full sun,Thrives easily
Coreopsis tinctoria,subtropical,monsoon,Low watering,Full sun,Drain soil
Coreopsis tinctoria,subtropical,winter,Low watering,Full sun,Cold sensitive
Coreopsis tinctoria,temperate,summer,Moderate watering,Full sun,Seasonal flower
Coreopsis tinctoria,temperate,monsoon,Moderate watering,Full sun,Ensure warmth
Coreopsis tinctoria,temperate,winter,Not suitable,Full sun,Cold intolerant
Butea monosperma,tropical,summer,Low watering,Full sun,Drought tolerant deciduous phase
Butea monosperma,tropical,monsoon,Moderate watering,Full sun,Flowering and leaf flush
Butea monosperma,tropical,winter,Low watering,Full sun,Leaf shedding normal
Butea monosperma,subtropical,summer,Low watering,Full sun,Heat tolerant
Butea monosperma,subtropical,monsoon,Moderate watering,Full sun,Soil enrichment occurs
Butea monosperma,subtropical,winter,Low watering,Full sun,Cold tolerant
Butea monosperma,temperate,summer,Moderate watering,Full sun,Limited growth
Butea monosperma,temperate,monsoon,Low watering,Full sun,Protect young saplings
Butea monosperma,temperate,winter,Minimal watering,Full sun,Frost sensitive
Madhuca longifolia,tropical,summer,Low watering,Full sun,Flower drop occurs
Madhuca longifolia,tropical,monsoon,Moderate watering,Full sun,Seed development
Madhuca longifolia,tropical,winter,Low watering,Full sun,Dormant phase
Madhuca longifolia,subtropical,summer,Low watering,Full sun,Heat hardy
Madhuca longifolia,subtropical,monsoon,Moderate watering,Full sun,Good drainage needed
Madhuca longifolia,subtropical,winter,Low watering,Full sun,Cold tolerant
Madhuca longifolia,temperate,summer,Moderate watering,Full sun,Slow growth
Madhuca longifolia,temperate,monsoon,Low watering,Full sun,Protect roots
Madhuca longifolia,temperate,winter,Minimal watering,Full sun,Frost damage possible
Azadirachta indica,tropical,summer,Low watering,Full sun,Highly drought resistant
Azadirachta indica,tropical,monsoon,Low watering,Full sun,Thrives naturally
Azadirachta indica,tropical,winter,Low watering,Full sun,Growth slows
Azadirachta indica,subtropical,summer,Low watering,Full sun,Heat tolerant
Azadirachta indica,subtropical,monsoon,Low watering,Full sun,Minimal care
Azadirachta indica,subtropical,winter,Low watering,Full sun,Cold tolerant
Azadirachta indica,temperate,summer,Moderate watering,Full sun,Young trees only
Azadirachta indica,temperate,monsoon,Low watering,Full sun,Protect saplings
Azadirachta indica,temperate,winter,Minimal watering,Full sun,Frost sensitive
Shorea robusta,tropical,summer,Moderate watering,Full sun,Deep root growth
Shorea robusta,tropical,monsoon,Moderate watering,Full sun,Active growth phase
Shorea robusta,tropical,winter,Low watering,Full sun,Dormancy
Shorea robusta,subtropical,summer,Moderate watering,Full sun,Heat stress possible
Shorea robusta,subtropical,monsoon,Moderate watering,Full sun,Good soil moisture needed
Shorea robusta,subtropical,winter,Low watering,Full sun,Cold tolerant
Shorea robusta,temperate,summer,Moderate watering,Full sun,Limited adaptability
Shorea robusta,temperate,monsoon,Low watering,Full sun,Protect young plants
Shorea robusta,temperate,winter,Minimal watering,Full sun,Frost damage risk
Terminalia arjuna,tropical,summer,Moderate watering,Full sun,Prefers riverbanks
Terminalia arjuna,tropical,monsoon,Increase watering,Full sun,Peak growth
Terminalia arjuna,tropical,winter,Low watering,Full sun,Rest phase
Terminalia arjuna,subtropical,summer,Moderate watering,Full sun,Moist soil preferred
Terminalia arjuna,subtropical,monsoon,Increase watering,Full sun,Excellent growth
Terminalia arjuna,subtropical,winter,Low watering,Full sun,Cold tolerant
Terminalia arjuna,temperate,summer,Moderate watering,Full sun,Requires moisture
Terminalia arjuna,temperate,monsoon,Moderate watering,Full sun,Protect from cold winds
Terminalia arjuna,temperate,winter,Minimal watering,Full sun,Frost sensitive
Syzygium cumini,tropical,summer,Moderate watering,Full sun,Fruit development
Syzygium cumini,tropical,monsoon,Increase watering,Full sun,Vegetative growth
Syzygium cumini,tropical,winter,Low watering,Full sun,Dormancy
Syzygium cumini,subtropical,summer,Moderate watering,Full sun,Deep rooting
Syzygium cumini,subtropical,monsoon,Increase watering,Full sun,Good drainage needed
Syzygium cumini,subtropical,winter,Low watering,Full sun,Cold tolerant
Syzygium cumini,temperate,summer,Moderate watering,Full sun,Slow growth
Syzygium cumini,temperate,monsoon,Moderate watering,Full sun,Protect saplings
Syzygium cumini,temperate,winter,Minimal watering,Full sun,Frost sensitive
Aegle marmelos,tropical,summer,Low watering,Full sun,Highly drought resistant
Aegle marmelos,tropical,monsoon,Moderate watering,Full sun,Fruit formation
Aegle marmelos,tropical,winter,Low watering,Full sun,Leaf shedding normal
Aegle marmelos,subtropical,summer,Low watering,Full sun,Thrives in heat
Aegle marmelos,subtropical,monsoon,Moderate watering,Full sun,Drain soil well
Aegle marmelos,subtropical,winter,Low watering,Full sun,Cold tolerant
Aegle marmelos,temperate,summer,Moderate watering,Full sun,Protected growth
Aegle marmelos,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Aegle marmelos,temperate,winter,Minimal watering,Full sun,Frost damage possible
Terminalia chebula,tropical,summer,Moderate watering,Full sun,Fruit development
Terminalia chebula,tropical,monsoon,Moderate watering,Full sun,Active growth
Terminalia chebula,tropical,winter,Low watering,Full sun,Leaf fall
Terminalia chebula,subtropical,summer,Moderate watering,Full sun,Shade young plants
Terminalia chebula,subtropical,monsoon,Moderate watering,Full sun,Drain soil
Terminalia chebula,subtropical,winter,Low watering,Full sun,Cold tolerant
Terminalia chebula,temperate,summer,Moderate watering,Full sun,Slow establishment
Terminalia chebula,temperate,monsoon,Low watering,Full sun,Protect saplings
Terminalia chebula,temperate,winter,Minimal watering,Full sun,Frost sensitive
Terminalia bellirica,tropical,summer,Moderate watering,Full sun,Large canopy growth
Terminalia bellirica,tropical,monsoon,Moderate watering,Full sun,Peak vegetative growth
Terminalia bellirica,tropical,winter,Low watering,Full sun,Dormant phase
Terminalia bellirica,subtropical,summer,Moderate watering,Full sun,Requires space
Terminalia bellirica,subtropical,monsoon,Moderate watering,Full sun,Good drainage
Terminalia bellirica,subtropical,winter,Low watering,Full sun,Cold tolerant
Terminalia bellirica,temperate,summer,Moderate watering,Full sun,Slow growth
Terminalia bellirica,temperate,monsoon,Low watering,Full sun,Protect roots
Terminalia bellirica,temperate,winter,Minimal watering,Full sun,Frost sensitive
Pongamia pinnata,tropical,summer,Low watering,Full sun,Nitrogen fixing
Pongamia pinnata,tropical,monsoon,Low watering,Full sun,Thrives naturally
Pongamia pinnata,tropical,winter,Low watering,Full sun,Dormancy
Pongamia pinnata,subtropical,summer,Low watering,Full sun,Heat tolerant
Pongamia pinnata,subtropical,monsoon,Low watering,Full sun,Minimal care
Pongamia pinnata,subtropical,winter,Low watering,Full sun,Cold tolerant
Pongamia pinnata,temperate,summer,Moderate watering,Full sun,Protected growth
Pongamia pinnata,temperate,monsoon,Low watering,Full sun,Avoid cold stress
Pongamia pinnata,temperate,winter,Minimal watering,Full sun,Frost sensitive
Ficus religiosa,tropical,summer,Low watering,Full sun,Extensive root system
Ficus religiosa,tropical,monsoon,Low watering,Full sun,Active growth
Ficus religiosa,tropical,winter,Low watering,Full sun,Leaf shedding
Ficus religiosa,subtropical,summer,Low watering,Full sun,Heat tolerant
Ficus religiosa,subtropical,monsoon,Low watering,Full sun,Minimal care
Ficus religiosa,subtropical,winter,Low watering,Full sun,Cold tolerant
Ficus religiosa,temperate,summer,Moderate watering,Full sun,Young plants only
Ficus religiosa,temperate,monsoon,Low watering,Full sun,Protect roots
Ficus religiosa,temperate,winter,Minimal watering,Full sun,Frost sensitive
Ficus benghalensis,tropical,summer,Low watering,Full sun,Wide canopy formation
Ficus benghalensis,tropical,monsoon,Low watering,Full sun,Adventitious roots develop
Ficus benghalensis,tropical,winter,Low watering,Full sun,Growth slows
Ficus benghalensis,subtropical,summer,Low watering,Full sun,Heat tolerant
Ficus benghalensis,subtropical,monsoon,Low watering,Full sun,Minimal care
Ficus benghalensis,subtropical,winter,Low watering,Full sun,Cold tolerant
Ficus benghalensis,temperate,summer,Moderate watering,Full sun,Young saplings only
Ficus benghalensis,temperate,monsoon,Low watering,Full sun,Protect from excess rain
Ficus benghalensis,temperate,winter,Minimal watering,Full sun,Frost sensitive
Cassia fistula,tropical,summer,Low watering,Full sun,Flower bud formation
Cassia fistula,tropical,monsoon,Moderate watering,Full sun,Peak flowering
Cassia fistula,tropical,winter,Low watering,Full sun,Leaf shedding
Cassia fistula,subtropical,summer,Low watering,Full sun,Heat tolerant
Cassia fistula,subtropical,monsoon,Moderate watering,Full sun,Drain soil
Cassia fistula,subtropical,winter,Low watering,Full sun,Cold tolerant
Cassia fistula,temperate,summer,Moderate watering,Full sun,Protected growth
Cassia fistula,temperate,monsoon,Low watering,Full sun,Avoid cold rain
Cassia fistula,temperate,winter,Minimal watering,Full sun,Frost sensitive
Neolamarckia cadamba,tropical,summer,Moderate watering,Full sun,Rapid height gain
Neolamarckia cadamba,tropical,monsoon,Increase watering,Full sun,Peak growth phase
Neolamarckia cadamba,tropical,winter,Low watering,Full sun,Growth slows
Neolamarckia cadamba,subtropical,summer,Moderate watering,Full sun,Moist soil preferred
Neolamarckia cadamba,subtropical,monsoon,Increase watering,Full sun,Drain excess water
Neolamarckia cadamba,subtropical,winter,Low watering,Full sun,Cold tolerant
Neolamarckia cadamba,temperate,summer,Moderate watering,Full sun,Limited adaptation
Neolamarckia cadamba,temperate,monsoon,Low watering,Full sun,Protect saplings
Neolamarckia cadamba,temperate,winter,Minimal watering,Full sun,Frost damage possible
Phyllanthus emblica,tropical,summer,Low watering,Full sun,Fruit set occurs
Phyllanthus emblica,tropical,monsoon,Moderate watering,Full sun,Active growth
Phyllanthus emblica,tropical,winter,Low watering,Full sun,Dormant phase
